assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9220522.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.54,0.96,98.54,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220524.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.64,0.92,98.64,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220527.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.66,0.92,98.66,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220528.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.63,0.92,98.63,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220534.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.09,0.93,99.09,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220536.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.73,0.97,99.73,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220541.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.53,0.89,97.53,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220542.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.5,0.89,97.5,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220546.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.07,0.88,99.07,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220547.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.04,0.88,99.04,0.88,93.03,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220552.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.23,0.93,98.23,0.93,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220554.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.25,0.93,98.25,0.93,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220556.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,98.07,0.92,98.07,0.92,98.49,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220557.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.26,0.93,98.26,0.93,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220558.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.74,0.97,99.74,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220559.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.66,0.82,96.77,0.86,98.47,ANI,Escherichia flexneri
SRR9220565.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.62,0.82,96.77,0.85,98.47,ANI,Escherichia flexneri
SRR9220567.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.64,0.82,96.74,0.85,98.47,ANI,Escherichia flexneri
SRR9220570.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.51,0.96,98.51,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220573.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A amalonaticus,99.05,0.93,99.05,0.93,96.84,taxonomic classification defined by topology and ANI,Citrobacter amalonaticus
SRR9220579.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.55,0.89,97.55,0.89,79.31,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220580.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.88,0.8,96.8,0.83,97.64,ANI,Escherichia flexneri
SRR9220588.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.46,0.9,97.46,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220590.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena,98.53,0.85,98.53,0.85,93.92,taxonomic classification defined by topology and ANI,Dorea longicatena
SRR9220595.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.74,0.86,96.79,0.88,98.47,ANI,Escherichia flexneri
SRR9220596.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.9,0.85,96.81,0.86,98.47,ANI,Escherichia flexneri
SRR9220598.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.86,0.79,96.79,0.8,98.47,ANI,Escherichia flexneri
SRR9220600.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.89,0.85,96.77,0.86,98.47,ANI,Escherichia flexneri
SRR9220605.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A,98.85,0.92,98.85,0.92,97.48,taxonomic classification defined by topology and ANI,Enterobacter hormaechei
SRR9220606.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A,98.83,0.92,98.83,0.92,96.64,taxonomic classification defined by topology and ANI,Enterobacter hormaechei
SRR9220611.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.09,0.93,99.09,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220613.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A amalonaticus,99.05,0.93,99.05,0.93,96.84,taxonomic classification defined by topology and ANI,Citrobacter amalonaticus
SRR9220617.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.74,0.97,99.74,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220620.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.81,0.84,96.81,0.88,98.47,ANI,Escherichia flexneri
SRR9220622.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.45,0.89,97.45,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220644.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.0,0.88,99.0,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220645.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.05,0.88,99.05,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220647.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.05,0.87,99.05,0.87,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220650.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,98.36,0.88,98.36,0.88,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220652.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.08,0.88,99.08,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220655.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.67,0.92,98.67,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220656.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.75,0.97,99.75,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220657.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.75,0.97,99.75,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220658.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.73,0.97,99.73,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220659.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.71,0.97,99.71,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220660.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.73,0.95,99.73,0.95,97.64,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220662.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.73,0.97,99.73,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220670.asm1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_G,95.74,0.89,N/A,N/A,96.72,ANI,Collinsella aerofaciens
SRR9220673.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,97.54,0.73,96.56,0.65,91.28,ANI,Blautia wexlerae
SRR9220674.asm1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_G,95.8,0.87,N/A,N/A,96.72,ANI,Collinsella aerofaciens
SRR9220675.asm1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_G,95.76,0.88,N/A,N/A,96.72,ANI,Collinsella aerofaciens
SRR9220676.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum,98.49,0.82,98.49,0.82,93.25,taxonomic classification defined by topology and ANI,Blautia obeum
SRR9220682.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis,98.36,0.86,98.36,0.86,94.66,taxonomic classification defined by topology and ANI,Blautia massiliensis
SRR9220687.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.55,0.96,98.55,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220692.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.47,0.96,98.47,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220693.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.58,0.95,98.58,0.95,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220697.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B mundtii,99.91,0.99,99.91,0.99,97.22,taxonomic classification defined by topology and ANI,Enterococcus mundtii
SRR9220699.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B mundtii,99.91,0.99,99.91,0.99,97.22,taxonomic classification defined by topology and ANI,Enterococcus mundtii
SRR9220700.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B mundtii,99.91,0.99,99.91,0.99,97.22,taxonomic classification defined by topology and ANI,Enterococcus mundtii
SRR9220704.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.5,0.9,97.5,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220717.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.72,0.97,99.72,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220721.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.75,0.97,99.75,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220722.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.74,0.97,99.74,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220730.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.61,0.89,98.61,0.89,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9220731.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.66,0.89,98.66,0.89,95.02,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9220737.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.08,0.9,98.08,0.9,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220738.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.18,0.91,98.18,0.91,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220741.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.11,0.89,98.11,0.89,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220742.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.09,0.9,98.09,0.9,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220747.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.09,0.9,98.09,0.9,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220757.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.66,0.92,98.66,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220767.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.66,0.92,98.66,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220769.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.64,0.92,98.64,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220772.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.94,0.89,97.94,0.89,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220773.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.82,0.93,97.82,0.93,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220777.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.98,0.88,97.98,0.88,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220787.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,98.07,0.92,98.07,0.92,98.49,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220790.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.51,0.9,97.51,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220793.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.49,0.89,97.49,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220794.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.5,0.9,97.5,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220797.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.0,0.89,98.0,0.89,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220801.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.48,0.89,97.48,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220802.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.94,0.88,97.94,0.88,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220803.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.99,0.88,97.99,0.88,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220806.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.82,0.93,97.82,0.93,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220809.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,97.98,0.87,97.98,0.87,95.16,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9221893.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221899.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221901.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,96.62,0.85,96.62,0.85,93.91,taxonomic classification defined by topology and ANI,Faecalibacterium prausnitzii
SRR9221904.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.62,0.9,99.62,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221909.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.61,0.9,99.61,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221912.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,98.35,0.92,98.35,0.92,94.74,taxonomic classification defined by topology and ANI,Phascolarctobacterium faecium
SRR9221913.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,98.33,0.92,98.33,0.92,94.74,taxonomic classification defined by topology and ANI,Phascolarctobacterium faecium
SRR9221915.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,98.32,0.92,98.32,0.92,94.74,taxonomic classification defined by topology and ANI,Phascolarctobacterium faecium
SRR9221926.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A,96.71,0.92,96.71,0.92,92.26,taxonomic classification defined by topology and ANI,Veillonella dispar
SRR9221928.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.68,0.86,98.68,0.86,97.34,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9221937.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp000508885,98.3,0.71,98.3,0.71,97.4,taxonomic classification defined by topology and ANI,Flavonifractor sp000508885
SRR9221938.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,98.29,0.81,98.23,0.71,97.4,ANI,Flavonifractor plautii
SRR9221948.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii,98.06,0.82,98.06,0.82,96.33,taxonomic classification defined by topology and ANI,Parabacteroides goldsteinii
SRR9221950.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.54,0.94,99.54,0.94,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221952.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.68,0.92,99.68,0.92,93.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221955.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.55,0.94,99.55,0.94,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221957.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.94,99.6,0.94,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221959.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.55,0.94,99.55,0.94,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
